# name	sentences	forms	annotator	sent	done	comment
wsj0774	9	290	tem	220704	220723	
wsj0775	16	322	tem	220820	220901	
wsj0776	51	1040	kac	220709	220711	
wsj0777	11	248	lec	220816	220819	
wsj0778	26	768	lec	220319	220331	
wsj0779	49	930	toh	220429	220511	
wsj0780	9	215	kac	220319	220323	
wsj0781	50	1125	toh	220203	220214	
wsj0782	18	455	les	220628	220713	
wsj0783	16	362	toh	220628	220724	
wsj0784	20	517				
wsj0785	7	148	toh	220404	220421	
wsj0786	17	380	kac	220712	220715	
wsj0787	24	673	toh	220325	220328	
wsj0788	45	1081	toh	220901		
wsj0789	4	129	tem	220808	220809	
wsj0790	58	1238	lec	220913		
wsj0791	10	222	kac	211006	211022	mam
wsj0792	4	112				
wsj0793	18	527	kac	220530	220613	
wsj0794	31	591				
wsj0795	33	776				
wsj0796	2	58	kac	220719	220725	
wsj0797	2	46	kac	220325	220331	
wsj0798	11	268	luj	211006	220826	
wsj0799	51	1170				
wsj0800	58	1137	kac	220506	220509	
wsj0801	4	70	kac	220729	220827	
wsj0802	4	130	kac	211006	211022	
wsj0803	13	370				
wsj0804	44	738				
wsj0805	3	93	kac	220614	220616	
wsj0806	6	134	toh	220325	220329	
wsj0807	21	480	tem	220704	220728	
wsj0808	13	284	toh	211006	211119	
wsj0809	3	77	toh	220602	220622	
wsj0810	28	731	ivh	220829	220908	
wsj0811	9	185	lec	220414	220815	
wsj0812	19	545	kac	220131	220201	
wsj0813	3	48	kac	220406	220411	
wsj0814	82	1781	jah	211019	220215	
wsj0815	4	100	lec	220913		
wsj0816	26	461	toh	220511	220512	
wsj0817	22	774	lec	220816	220819	
wsj0818	53	1379	tem	220704	220729	
wsj0819	36	956	kac	220406	220418	
wsj0820	26	469	toh	220216	220224	
wsj0900	13	406	kac	220530	220612	
wsj0901	4	73	kac	220209	220209	
wsj0902	6	124	toh	220227	220304	
wsj0903	2	56	lec	211117	220114	
wsj0904	12	343	kac	220418	220505	
wsj0905	3	57	tem	220808	220809	
wsj0906	4	109	kac	220225	220227	
wsj0907	5	119				
wsj0908	2	48	toh	220805	220813	
wsj0909	101	1999	kac	220719	220819	
wsj0910	16	424	kac	220319	220323	
wsj0911	17	468	kac	220413	220418	
wsj0912	4	54				
wsj0913	3	81	kac	220614	220616	
wsj0914	3	86	toh	220805	220813	
wsj0915	4	77	kac	220319	220323	
wsj0916	5	69	toh	220511	220512	
wsj0917	5	107	kac	220712	220713	
wsj0918	29	777	kac	220704	220707	
wsj0919	4	48	kac	220131	220202	
wsj0920	2	43	toh	220422	220425	
wsj0921	2	61	tem	220808	220809	
wsj0922	34	907	lec	220913		
wsj0923	4	68	kac	220530	220613	
wsj0924	7	150	les	220826	220910	
wsj0925	4	83	kac	220712	220713	
wsj0926	10	202	lec	220814	220816	
wsj0927	29	607	kac	220216	220222	
wsj0928	14	349	kac	211006	211113	
wsj0929	4	65	les	220821	220823	
wsj0930	16	321				
wsj0931	38	815	jah	220215	220220	
wsj0932	11	221	kac	220418	220506	
wsj0933	19	362	jah	211019	211108	
wsj0934	32	704	kac	220301	220307	
wsj0935	11	261	les	220913	220917	
wsj0936	45	1032	lec	220215	220314	
wsj0937	49	1295	luj	211006	220826	mam
wsj0938	25	741				
wsj0939	8	192	kac	220225	220227	
wsj0940	3	106	toh	220901		
wsj0941	8	237	kac	220516	220525	
wsj0942	22	584	toh	220109	220209	
wsj0943	10	224	kac	220225	220228	
wsj0944	71	1711	toh	220901		
wsj0945	2	40	toh	220109	220119	
wsj0946	34	774	toh	220805	220813	
wsj0947	3	76	ivh	220909	220916	
wsj0948	5	105				
wsj0949	9	260	lec	220319	220331	
wsj0950	25	642	lec	220814	220816	learn
wsj0951	1	28	toh	220511	220512	
wsj0952	2	41	les	220720	220805	
wsj0953	39	819	toh	220505	220511	
wsj0954	3	80				
wsj0955	48	1107	kac	220319	220323	
wsj0956	57	1177	les	220913	220917	
wsj0957	7	174	ivh	220909	220916	
wsj0958	15	517	kac	220131	220202	
wsj0959	6	116	kac	220216	220222	
wsj0960	5	186	toh	220429	220501	
wsj0961	20	583	toh	220203	220214	
wsj0962	19	465	toh	211006	211105	
wsj0963	2	33	kac	211215	220104	
wsj0964	21	455	toh	220519	220525	
wsj0965	21	414	toh	220429	220501	
wsj0966	39	1022	toh	220422	220429	
wsj0967	9	228	toh	220404	220415	
wsj0968	18	538				
wsj0969	6	119	toh	220109	220119	
wsj0970	22	507	kac	220709	220711	
wsj0971	21	446	kac	220516	220525	
wsj0972	48	967	kac	220712	220715	
wsj0973	22	517	toh	220628	220724	
wsj0974	2	53	kac	220418	220506	
wsj0975	50	1179				
wsj0976	38	965	toh	220805	220820	
wsj0977	17	446	tem	220808	220809	
wsj0978	34	825	les	220826	220911	
wsj0979	20	471	tem	220820	220901	
wsj0980	10	198	kac	220729	220827	
wsj0981	14	463				
wsj0982	21	480	toh	220515	220519	
wsj0983	48	1015	toh	220515	220519	
wsj0984	72	1814	toh	220515	220519	
wsj0985	15	357	lec	220913		
wsj0986	32	792				
wsj0987	20	442	tem	220811	220820	
wsj0988	16	326	tem	220808	220810	
wsj0989	57	1257	toh	211117	211207	lrec3
wsj0990	68	1742	kac	220729	220828	
wsj0991	5	114	kac	220614	220616	
wsj0992	20	355				
wsj0993	5	97	kac	211006	211113	
wsj0994	99	2088	tem	220728	220730	
wsj0995	3	88	tem	220811		
wsj0996	41	1024	toh	220511	220516	
wsj0997	19	516	les	220628	220714	
wsj0998	45	996				
wsj0999	49	995				
wsj1000	33	865				
wsj1001	62	1766				
wsj1002	62	1261	toh	211117	211126	lrec1
wsj1003	33	955	toh	220805	220818	
wsj1004	22	625				
wsj1005	5	102	ivh	220909	220916	
wsj1006	29	610	lec	220319	220331	
wsj1007	22	623	kac	220719	220729	
wsj1008	7	156	kac	220307	220308	
wsj1009	3	107	kac	220108	220115	
wsj1010	39	911	ivh	220725	220816	
wsj1011	16	418				
wsj1012	8	129	toh	220429	220501	
wsj1013	29	745	toh	220901		
wsj1014	28	868	ivh	220909	220916	
wsj1015	56	1170				
wsj1016	4	79	toh	220422	220425	
wsj1017	35	1113	kac	220704	220708	
wsj1018	8	194	kac	220209	220209	
wsj1019	34	976	toh	220216	220227	
wsj1020	13	402	kac	220418	220506	
wsj1021	9	259	kac	211202	211207	
wsj1022	47	1291	kac	220901	220907	
wsj1023	6	152	kac	220209	220209	
wsj1024	5	157	kac	220325	220331	
wsj1025	4	132	les	220826	220912	
wsj1026	54	1293	tem	220914	220916	
wsj1027	4	89	lec	220215	220314	
wsj1028	17	505				
wsj1029	7	176	tem	220914		
wsj1030	4	101	kac	220307	220308	
wsj1031	6	127	lec	220814	220815	
wsj1032	7	211	ivh	220829	220903	
wsj1033	9	218				
wsj1034	18	563	kac	220511	220516	
wsj1035	6	171	toh	220628	220724	
wsj1036	58	1542				
wsj1037	77	1908				
wsj1038	8	193	kac	220709	220710	
wsj1039	5	150	kac	220618	220619	
wsj1040	6	119	kac	211006	211113	
wsj1041	37	866				
wsj1042	7	139	kac	220131	220202	
wsj1043	30	621	toh	220203	220214	
wsj1044	39	909	kac	211202	211208	
wsj1045	12	255	kac	220530	220613	
wsj1046	11	260	kac	220216	220227	
wsj1047	25	575	kac	220511	220516	
wsj1048	10	234	jah	220215	220220	
wsj1049	2	46	kac	220310	220314	
wsj1050	7	213	lec	220319	220407	
wsj1051	13	333	kac	220310	220315	
wsj1052	55	988	kac	211215	220110	
wsj1053	20	455	kac	220319	220323	
wsj1054	8	102	kac	220701	220704	
wsj1055	40	835	kac	220225	220228	
wsj1056	5	76	ivh	220829	220903	
wsj1057	147	3207	les	220821	220908	
wsj1058	63	1425	les	220720	220806	
wsj1059	40	1043	toh	211105	220106	
wsj1060	3	38	kac	211006	211113	
wsj1061	2	37	kac	220719	220725	
wsj1062	12	336				
wsj1063	2	49	toh	220515	220519	
wsj1064	13	350	kac	220418	220506	
wsj1065	57	1440	kac	220701	220704	
wsj1066	17	398	kac	220301	220304	
wsj1067	1	32	toh	220227	220304	
wsj1068	4	76	tem	220704	220723	
wsj1069	18	400	kac	220301	220304	
wsj1070	2	48	kac	220209	220209	
wsj1071	14	353	kac	220530	220613	
wsj1072	2	47	kac	220530	220613	
wsj1073	3	67	lec	220816	220819	
wsj1074	16	398	toh	220805	220818	
wsj1075	2	57	kac	220413	220418	
wsj1076	7	129	toh	220227	220304	
wsj1077	2	65	lec	220816	220819	
wsj1078	7	188				
wsj1079	18	442	toh	220422	220425	
wsj1080	3	94	ivh	220909	220917	
wsj1081	5	90	kac	220618	220619	
wsj1082	4	69	kac	220131	220202	
wsj1083	4	86	toh	220216	220227	
wsj1084	5	108				
wsj1085	2	84	kac	220209	220209	
wsj1086	9	254	toh	220901		
wsj1087	3	67	kac	211202	211208	
wsj1088	1	28	kac	211215	220104	
wsj1089	2	35	kac	220418	220425	
wsj1090	2	49	tem	220914		
wsj1091	8	226	kac	220406	220411	
wsj1092	29	526	lec	211117	220114	mam
wsj1093	4	109	kac	211006	211113	
wsj1094	55	1310	kac	220413	220418	
wsj1095	11	202	toh	220628	220724	
wsj1096	4	107				
wsj1097	19	491	kac	220216	220222	
wsj1098	3	90	kac	220406	220411	
wsj1099	91	2306				
wsj1100	3	41	luj	211006	211117	
wsj1101	28	657				
wsj1102	29	638	toh	211105	211216	
wsj1103	19	548	kac	220108	220118	
wsj1104	2	80	toh	220602	220622	
wsj1105	40	1028				
wsj1106	6	140	jah	211019	211101	
wsj1107	17	420				
wsj1108	5	121	toh	220515	220519	
wsj1109	15	402	kac	220307	220308	
wsj1110	24	583	tem	220811	220819	
wsj1111	18	365				
wsj1112	2	47	kac	220325	220331	
wsj1113	5	118	ivh	220829	220903	
wsj1114	1	41	toh	211105	211209	
wsj1115	3	53				
wsj1116	8	196	ivh	220829	220903	
wsj1117	2	50	lec	220816	220819	
wsj1118	32	742	toh	220216	220227	
wsj1119	3	47	toh	220109	220119	
wsj1120	66	1195	kac	211215	220110	
wsj1121	47	998				
wsj1122	47	1060	lec	220816	220819	
wsj1123	22	496	les	220720	220805	
wsj1124	13	286	toh	220109	220209	
wsj1125	24	578				
wsj1126	22	553				
wsj1127	4	61				
wsj1128	76	1514				
wsj1129	2	49	kac	220418	220506	
wsj1130	9	193	kac	220511	220512	
wsj1131	66	1494	lec	220215		
wsj1132	2	38	lec	211117	220114	
wsj1133	7	217	kac	220709	220710	
wsj1134	2	50	lec	220913		
wsj1135	17	536	kac	220704	220708	
wsj1136	22	648	toh	220505	220511	
wsj1137	44	1175				
wsj1138	13	493	kac	211006	211125	
wsj1139	27	636	toh	220314	220317	
wsj1140	30	833	kac	220907	220914	
wsj1141	12	218	kac	220108	220118	
wsj1142	44	1080				
wsj1143	34	829				
wsj1144	17	426	les	220628	220716	
wsj1145	19	514	ivh	220909	220917	
wsj1146	187	2255	luj	220906		
wsj1147	36	1037				
wsj1148	17	416				
wsj1149	28	693	tem	220811	220827	
wsj1150	17	542	kac	220506	220509	
wsj1151	24	512	kac	220530	220613	
wsj1152	5	104	kac	220618	220619	
wsj1153	4	101	toh	211006	211111	
wsj1154	85	2039	tem	220728	220808	
wsj1155	19	533	toh	220404	220415	
wsj1156	24	647	kac	220301	220304	
wsj1157	48	1124	toh	220422	220425	
wsj1158	37	876	toh	220203	220214	
wsj1159	13	371	tem	220902	220913	
wsj1160	32	802	kac	220704	220708	
wsj1161	71	2156				
wsj1162	50	1154	toh	220628	220724	
wsj1163	37	949				
wsj1164	18	412	les	220821	220823	
wsj1165	18	507	tem	220820	220913	
wsj1166	26	542	kac	211202	211208	
wsj1167	5	96	kac	220530	220613	
wsj1168	7	214	kac	220719	220725	
wsj1169	7	138	lec	220816	220819	
wsj1170	6	163	lec	220319	220331	
wsj1171	45	1039	kac	220310	220319	
wsj1172	24	598	kac	220709	220711	
wsj1173	5	141	luj	211006	220826	
wsj1174	42	844				
wsj1175	4	104	kac	220729	220828	
wsj1176	6	202	kac	220406	220411	
wsj1177	8	223	kac	220614	220616	
wsj1178	16	489				
wsj1179	7	148	kac	220209	220209	
wsj1180	7	122	kac	220712	220713	
wsj1181	7	175	kac	220719	220729	
wsj1182	8	209	les	220826	220911	
wsj1183	4	89	kac	220216	220222	
wsj1184	25	825	kac	220325	220331	
wsj1185	8	207	ivh	220909	220917	
wsj1186	6	174	kac	211202	211208	
wsj1187	51	1197	kac	220907	220914	
wsj1188	7	139	les	220913	220917	
wsj1189	26	698	kac	211125	211129	
wsj1190	28	811	tem	220820	220913	
wsj1191	5	176	ivh	220909	220917	
wsj1192	43	1029				
wsj1193	40	803	kac	220701	220705	
wsj1194	7	192	toh	220602	220622	
wsj1195	16	468	toh	220203	220216	
wsj1196	6	199	kac	220216	220222	
wsj1197	5	169	lec	220414	220815	
wsj1198	4	121	lec	220215	220314	
wsj1199	5	156	kac	220225	220228	
wsj1200	18	344	luj	220906		
wsj1201	47	1256	luj	220906		
wsj1202	5	176				
wsj1203	65	1514	kac	220310	220319	
wsj1204	5	155	kac	220907	220913	
wsj1205	7	207	kac	220506	220508	
wsj1206	46	1348				
wsj1207	10	290	kac	220516	220525	
wsj1208	99	2158	kac	220131	220203	
wsj1209	6	116	tem	220902		
wsj1210	14	422	toh	220602	220623	
wsj1211	2	90	toh	211006	211028	
wsj1212	9	96	kac	220216	220222	
wsj1213	89	2037				
wsj1214	6	112	kac	220614	220616	
wsj1215	8	149	jah	211019	211101	
wsj1216	32	745	toh	211105	220106	
wsj1217	34	653	toh	211105	220106	
wsj1218	46	914				
wsj1219	7	190	luj	211006	220903	
wsj1220	10	255				
wsj1221	9	203	toh	220216	220227	
wsj1222	20	437				
wsj1223	17	426	kac	220704	220708	
wsj1224	3	65	jah	220215	220220	
wsj1225	32	835	tem	220820	220902	
wsj1226	40	902	tem	220914	220917	
wsj1227	11	349	toh	220628	220724	
wsj1228	5	77	toh	220515	220519	
wsj1229	2	60	toh	220404	220421	
wsj1230	3	72	toh	220109	220130	
wsj1231	4	99	tem	220728	220815	
wsj1232	5	71	kac	220225	220228	
wsj1233	5	102	kac	211006	211113	
wsj1234	6	171	kac	220712	220715	
wsj1235	3	66	toh	220511	220513	
wsj1236	5	118	tem	220914		
wsj1237	3	88	toh	220602	220623	
wsj1238	7	175	kac	220719	220729	
wsj1239	3	51	toh	220216	220227	
wsj1240	4	100	kac	220209	220215	
wsj1241	5	162	luj	220906		
wsj1242	5	88	kac	220108	220115	
wsj1243	7	180	tem	220902		
wsj1244	4	103	kac	220516	220525	
wsj1245	2	61	kac	220216	220222	
wsj1246	28	622				
wsj1247	13	393				
wsj1248	27	649	toh	220404	220429	
wsj1249	52	998				
wsj1250	41	1085	toh	220805	220820	
wsj1251	8	261				
wsj1252	11	103	toh	220511	220513	
wsj1253	28	546	kac	211125	211128	
wsj1254	9	176	kac	220719	220725	
wsj1255	11	253	lec	220816	220819	
wsj1256	9	230	toh	220109	220119	
wsj1257	17	468	toh	220602	220623	
wsj1258	21	452	tem	220820	220904	
wsj1259	9	235	toh	220429	220501	
wsj1260	8	230	toh	220422	220427	
wsj1261	18	480	toh	220203	220216	
wsj1262	19	292	lec	220816	220819	
wsj1263	18	409	kac	220131	220202	
wsj1264	34	680	tem	220902	220906	
wsj1265	4	120	toh	220314	220317	
wsj1266	15	383				
wsj1267	119	2413				
wsj1268	18	426	kac	220418	220506	
wsj1269	56	1267	toh	220203	220216	
wsj1270	49	1128				
wsj1271	38	906	les	220628	220720	
wsj1272	56	1128	tem	220808	220811	
wsj1273	49	1338				
wsj1274	45	967	toh	220314	220317	
wsj1275	15	367	toh	220404	220421	
wsj1276	2	54	les	220821	220826	
wsj1277	3	55				
wsj1278	3	62	kac	220413	220418	
wsj1279	7	195	tem	220808	220810	
wsj1280	25	644	kac	220530	220620	
wsj1281	21	494	kac	220209	220215	
wsj1282	9	170	tem	220811		
wsj1283	20	569	ivh	220829	220908	
wsj1284	47	1050				
wsj1285	48	1081	tem	220811	220819	
wsj1286	82	1663	kac	220516	220620	
wsj1287	15	426	les	220826	220911	
wsj1288	21	439				
wsj1289	5	148	tem	220820	220827	
wsj1290	4	72	ivh	220909	220917	
wsj1291	17	422				
wsj1292	3	65	toh	220429	220502	
wsj1293	21	461	kac	220704	220708	
wsj1294	29	737	lec	220816	220819	
wsj1295	21	493	ivh	220829	220909	
wsj1296	48	1274	kac	220216	220223	
wsj1297	27	727	toh	220325	220329	
wsj1298	6	144	toh	220429	220502	
wsj1299	20	486	kac	220712	220715	
wsj1300	4	86	toh	220203	220214	
wsj1301	4	118				
wsj1302	103	2006				
wsj1303	41	889	toh	220805	220818	
wsj1304	13	325	kac	220516	220525	
wsj1305	43	1088	kac	220729	220829	
wsj1306	19	496	kac	220618	220620	
wsj1307	37	815				
wsj1308	4	126				
wsj1309	20	417	tem	220902	220912	
wsj1310	7	187	kac	220131	220202	
wsj1311	57	1222	tem	220704	220729	
wsj1312	44	1191	ivh	220909	220918	
wsj1313	13	261	kac	211202	211208	
wsj1314	50	1465	tem	220914	220915	
wsj1315	32	605				
wsj1316	20	538	kac	220310	220315	
wsj1317	72	1529	tem	220808	220810	
wsj1318	11	386				
wsj1319	39	941	toh	220505	220516	
wsj1320	65	1337	kac	220729	220829	
wsj1321	5	118	luj	211006	220903	
wsj1322	82	1796				
wsj1323	43	653	tem	220616	220701	
wsj1324	7	115	ivh	220909		
wsj1325	8	196				
wsj1326	3	75				
wsj1327	47	1007	toh	220109	220209	
wsj1328	52	939	tem	220820	220828	
wsj1329	9	238	kac	220325	220331	
wsj1330	38	998	toh	220515	220519	
wsj1331	66	1641	toh	220515	220608	
wsj1332	17	377	tem	220808	220810	
wsj1333	8	246	kac	220209	220215	
wsj1334	19	444				
wsj1335	28	673	kac	211125	211128	
wsj1336	7	206	tem	220808	220810	
wsj1337	53	1144	kac	220907	220915	
wsj1338	8	195	ivh	220725	220811	
wsj1339	31	739	toh	220325	220329	
wsj1340	8	175	toh	220325	220329	
wsj1341	6	106	kac	211006	211113	
wsj1342	4	51	toh	220109	220119	
wsj1343	6	123	lec	220814	220815	
wsj1344	4	131	toh	220404	220421	
wsj1345	6	173	toh	220109	220119	
wsj1346	7	199	kac	211006	211113	
wsj1347	18	436				
wsj1348	6	145	ivh	220909		
wsj1349	23	730				
wsj1350	6	118	kac	220530	220613	
wsj1351	6	181	kac	220406	220411	
wsj1352	4	80	toh	220901		
wsj1353	32	807	toh	220404	220421	
wsj1354	5	115	kac	211006	211113	
wsj1355	6	154	kac	220209	220222	
wsj1356	7	224				
wsj1357	5	162	tem	220902		
wsj1358	10	240				
wsj1359	6	229	lec	220319	220331	
wsj1360	7	205	kac	220325	220331	
wsj1361	3	113	ivh	220829	220903	
wsj1362	6	199				
wsj1363	9	200	kac	220216	220228	
wsj1364	36	596	tem	220728	220808	
wsj1365	11	306	tem	220914	220917	
wsj1366	57	1414	lec	211117	220114	
wsj1367	85	1607	luj	211006	220903	
wsj1368	41	1027				
wsj1369	4	77	toh	220515	220525	
wsj1370	3	75	kac	211006	211113	
wsj1371	19	439	kac	220406	220413	
wsj1372	32	871	kac	220301	220307	
wsj1373	44	938	kac	220506	220509	
wsj1374	18	486	tem	220811	220901	
wsj1375	52	1489	tem	220902	220913	
wsj1376	68	1614	jah	211019	220219	
wsj1377	71	1534	toh	220602	220628	
wsj1378	2	42	toh	220216	220227	
wsj1379	17	464				
wsj1380	14	322				
wsj1381	11	273	toh	220216	220227	
wsj1382	5	77	toh	220429	220502	
wsj1383	3	57	les	220821	220823	
wsj1384	1	31	toh	220325	220328	
wsj1385	3	87				
wsj1386	30	713	lec	220913		
wsj1387	42	1052	lec	220814	220815	
wsj1388	58	1185	toh	220314	220327	
wsj1389	29	718	kac	220709	220712	
wsj1390	52	1115	kac	220319	220324	
wsj1391	29	674	tem	220902	220912	
wsj1392	3	81	tem	220902		
wsj1393	4	82	jah	220215	220220	
wsj1394	100	2102	tem	220811	220820	
wsj1395	5	87	kac	220131	220205	
wsj1396	17	399	kac	211202	211208	
wsj1397	62	1104	kac	220511	220516	
wsj1398	8	90	tem	220914		
wsj1399	16	381	kac	220310	220316	
wsj1400	3	93	tem	220704	220723	
wsj1401	2	59	toh	211105	211209	
wsj1402	3	65	ivh	220829	220904	
wsj1403	5	117	jah	220215	220220	
wsj1404	21	511	kac	220131	220205	
wsj1405	29	751	toh	220519	220525	
wsj1406	2	45	kac	220209	220215	
wsj1407	12	317	ivh	220725	220812	
wsj1408	2	42	kac	220729	220827	
wsj1409	23	383	kac	220413	220418	
wsj1410	30	864	lec	220215	220319	
wsj1411	108	2218	kac	220406	220414	
wsj1412	18	350	kac	220301	220304	
wsj1413	12	316				
wsj1414	4	82	kac	220418	220506	
wsj1415	15	514	lec	220319	220331	
wsj1416	21	537	kac	220701	220715	
wsj1417	3	78	jah	220215	220220	
wsj1418	32	775	toh	220227	220314	
wsj1419	31	816	toh	220602	220628	
wsj1420	1	34	kac	220406	220411	
wsj1421	32	776	kac	220418	220506	
wsj1422	23	566				
wsj1423	24	744				
wsj1424	49	1205				
wsj1425	4	87	lec	220215	220319	
wsj1426	4	103	ivh	220909		
wsj1427	2	45	toh	220422	220427	
wsj1428	40	953				
wsj1429	20	513	kac	220325	220331	
wsj1430	2	30	kac	220209	220215	
wsj1431	6	106	lec	220215	220319	
wsj1432	48	1209	tem	220914	220916	
wsj1433	3	84	ivh	220725	220727	
wsj1434	31	800	tem	220902	220906	
wsj1435	45	863	ivh	220829	220909	
wsj1436	50	1197				
wsj1437	4	90	toh	220628	220727	
wsj1438	13	210	lec	220215	220319	
wsj1439	9	264	kac	220225	220228	
wsj1440	66	1524	toh	220429	220502	
wsj1441	10	323	kac	220108	220115	
wsj1442	55	1479	toh	220227	220314	
wsj1443	9	221	kac	211215	220106	
wsj1444	6	162	tem	220914		
wsj1445	33	747	kac	220719	220729	
wsj1446	56	1254	jah	211117	211202	lrec3
wsj1447	22	599	lec	220913		
wsj1448	39	764	tem	220914	220917	
wsj1449	26	638	kac	220108	220115	
wsj1450	61	1226				
wsj1451	5	133	kac	220516	220530	
wsj1452	3	67	lec	220414	220815	
wsj1453	61	1386	kac	220131	220209	
wsj1454	4	119	kac	220907	220913	
wsj1455	68	1258	jah	211117	211127	lrec2
wsj1456	12	306	tem	220728	220808	
wsj1457	70	1340	toh	220901		
wsj1458	8	233	lec	211117	220117	
wsj1459	4	85	toh	220404	220421	
wsj1460	8	235	kac	211215	220110	
wsj1461	9	230	toh	220429	220502	
wsj1462	7	195	jah	220215	220219	
wsj1463	22	569				
wsj1464	70	1653				
wsj1465	7	223	toh	220227	220312	
wsj1466	6	174	kac	220712	220715	
wsj1467	39	1030	kac	220530	220613	
wsj1468	23	679	les	220628	220731	
wsj1469	60	1220	kac	220907	220915	
wsj1470	47	958	kac	220325	220401	
wsj1471	8	267	kac	220418	220506	
wsj1472	7	190	toh	220602	220624	
wsj1473	32	937	ALL			learn
wsj1474	47	1093	toh	220203	220216	
wsj1475	4	119				
wsj1476	5	123	toh	211105	211217	
wsj1477	5	91	toh	220805	220818	
wsj1478	9	227	kac	220701	220705	
wsj1479	4	120	lec	220319	220331	
wsj1480	74	1816	toh	220628	220719	
wsj1481	7	121	kac	220516	220525	
wsj1482	26	549	kac	211006	211114	
wsj1483	4	102	kac	220307	220308	
wsj1484	6	166	tat	220914		
wsj1485	5	121	les	220821	220823	
wsj1486	10	87	kac	220511	220517	
wsj1487	6	126	kac	220418	220506	
wsj1488	7	122	kac	220709	220710	
wsj1489	5	124	kac	220418	220506	
wsj1490	52	1483				
wsj1491	6	164	kac	220901	220904	
wsj1492	15	392				
wsj1493	50	1165	kac	220618	220702	
wsj1494	6	136	tem	220728	220815	
wsj1495	20	608	kac	220506	220511	
wsj1496	6	157	toh	220519	220525	
wsj1497	5	128	kac	220310	220319	
wsj1498	2	32	kac	220307	220308	
wsj1499	47	766				
wsj1500	39	999				
wsj1501	13	274	kac	211202	211208	
wsj1502	35	923	toh	220805	220818	
wsj1503	4	88	kac	220108	220115	
wsj1504	50	976				
wsj1505	58	1249	kac	220618	220702	
wsj1506	36	1107	luj	211006	220906	
wsj1507	20	389				
wsj1508	5	146	luj	211006	220905	
wsj1509	4	147	kac	211125	211129	
wsj1510	2	34	lec	211117	220117	
wsj1511	3	61	toh	211105	220116	
wsj1512	25	698	les	220720	220805	
wsj1513	3	74	kac	211202	211208	
wsj1514	7	191	tem	220808	220810	
wsj1515	49	1127	les	220913		
wsj1516	15	409				
wsj1517	8	99	kac	220310	220319	
wsj1518	4	123	kac	220406	220411	
wsj1519	4	98	toh	211105	211209	
wsj1520	6	108	toh	220515	220525	
wsj1521	3	64	tem	220616	220701	
wsj1522	4	75	kac	220225	220228	
wsj1523	3	61	kac	220108	220115	
wsj1524	6	134	tem	220820	220901	
wsj1525	50	973	tat	220914		
wsj1526	2	53	kac	220406	220411	
wsj1527	3	60	lec	220414	220815	
wsj1528	18	379				
wsj1529	18	459	toh	220314	220322	
wsj1530	3	81	kac	220729	220828	
wsj1531	34	971	lec	220913		
wsj1532	5	141	kac	220712	220715	
wsj1533	4	133	kac	220907	220917	
wsj1534	5	130	toh	220314	220322	
wsj1535	5	138	kac	220614	220616	
wsj1536	4	127				
wsj1537	6	156	kac	220709	220711	
wsj1538	5	125	kac	220729	220901	
wsj1539	5	138				
wsj1540	35	634	kac	211202	211208	
wsj1541	8	236	lec	220816	220819	
wsj1542	9	249	lec	220814	220815	
wsj1543	7	157	toh	220628	220727	
wsj1544	4	123	toh	220227	220312	
wsj1545	5	98	kac	220618	220619	
wsj1546	5	137	les	220720	220808	
wsj1547	36	837	tem	220811	220820	
wsj1548	8	216				
wsj1549	53	1072	toh	220511	220513	
wsj1550	49	1299	les	220720	220806	
wsj1551	15	307				
wsj1552	13	344	les	220913		
wsj1553	6	134	kac	220108	220115	
wsj1554	63	1483	kac	220511	220517	
wsj1555	17	420	tem	220820	220901	
wsj1556	42	1099	jah	211019	211210	
wsj1557	5	77	kac	220301	220304	
wsj1558	5	77	tem	220902	220906	
wsj1559	2	71	ivh	220829	220903	
wsj1560	24	443				
wsj1561	19	491	toh	211006	211111	
wsj1562	56	1285	toh	220505	220506	
wsj1563	19	398	tem	220616	220702	
wsj1564	49	1044	lec	211117	220119	
wsj1565	7	135	toh	220519	220525	
wsj1566	43	953	ivh	220725	220827	
wsj1567	93	2309	toh	220227	220314	
wsj1568	60	1262	toh	211117	211127	lrec4
wsj1569	92	1718	tem	220820	220827	
wsj1570	57	1682	kac	220209	220218	
wsj1571	18	403	kac	211125	211128	
wsj1572	80	1737	kac	220614	220617	
wsj1573	5	96	tem	220728	220815	
wsj1574	87	2294	toh	220519	220608	
wsj1575	17	474				
wsj1576	3	73	kac	220614	220617	
wsj1577	3	73	kac	220319	220324	
wsj1578	70	1757	kac	220418	220506	
wsj1579	2	44	jah	211019	211031	
wsj1580	2	37	kac	220729	220901	
wsj1581	7	178	kac	220709	220712	
wsj1582	25	688	toh	220404	220429	
wsj1583	47	996	toh	220422	220429	
wsj1584	2	57	kac	220530	220609	
wsj1585	11	262	tem	220616	220702	
wsj1586	61	1159				
wsj1587	13	332	tat	220914		
wsj1588	9	169	kac	211202	211208	
wsj1589	4	60	toh	220422	220427	
wsj1590	24	594	les	220628	220731	
wsj1591	17	478	toh	220628	220727	
wsj1592	5	99	les	220720	220807	
wsj1593	9	244	kac	220516	220525	
wsj1594	29	695	kac	220729	220828	
wsj1595	6	176	tem	220820		
wsj1596	30	702	kac	220319	220406	
wsj1597	23	501	kac	220511	220517	
wsj1598	5	108				
wsj1599	25	695	kac	220307	220308	
wsj1600	63	1518	toh	220602	220628	
wsj1601	30	733	toh	220429	220503	
wsj1602	14	427	toh	220314	220327	
